loan_word,original_word,generated_context,reference_sentence,translated_sentence,reference_word,label,bleu_score,meteor_score,false_loanword_model,false_loanword,sim_eng_ger,similarity_word_eng_ger,fl_ger
kitsch,Kitsch,Die Kunsthandwerkstücke in der Galerie zeigten eine Mischung aus traditioneller und moderner Kitsch.,The artworks in the gallery showed a mixture of traditional and modern kitsch.,The Kunsthandwerkstücke in der Galerie zeigten eine Mischung aus traditioneller und moderner Kitsch.,Kitch,loan,0.0373743794374767,0.2427884615384615,['galerie'],Mischung,"[0.51419586, 0.8702409]","[[0.46600866, 0.8588042]]",['galerie']
Strickling,Strickling,Der kleine Junge strickling im Wasser war ein bisschen zu heiß für seine Haut.,The little boy knitting in the water was a bit too hot for his skin.,The little boy was too hot for his skin in the water.,Knitting,loan,0.3939192554880368,0.6585034013605443,[],The,"[0.31772214, 0.4544468]",[],[]
ochronosis,Ochronosis,"Der Arzt erklärte, dass die Patientin eine Ochronose entwickeln musste, weil sie an der Hautverschleißung leidete.",The doctor explained that the patient had to develop an ochronosis because she suffered from skin wear.,The patient needed orthopedic treatment because she suffered from skin wear and tear.,Ochronosis,loan,0.2909731880791761,0.4167691172854684,[],wear,"[0.25955716, 0.7119508]",[],[]
Reinoehl,Reinöhl,Der Reinöhl führte den Ball in die Ecke des Raumes.,The Reinöhl led the ball into the corner of the room.,The ball was kicked into the corner of the room by the water pitcher.,Reinöhle,loan,0.3678763249927775,0.4708241150442477,"['ball', 'room']",false loanword,"[0, 0]","[[0.25524724, 0.7352568], [0.24253097, 0.6941718]]","['ball', 'room']"
klipdachs,Klippdachs,Der kleine Klippdachs jagt die Fische im kleinen See.,The small cliff roof hunts the fish in the small lake.,The little cliff-dog hunts fish in the small lake.,Clipped roof,loan,0.4548244246960422,0.6226379440665155,"['cliff-dog', 'hunts']",cliff-dog,"[0.4790079, 0.81763184]","[[0.4790079, 0.81763184], [0.42482978, 0.76635474]]","['cliff-dog', 'hunts']"
Trumper,Trümper,"Der Trümper fuhr durch die Stadt, zerstörte alles, was er sah.","The trumper drove through the city, destroying everything he saw.",The destroyed cityscape,Trumps,loan,0.0136994398072024,0.1075268817204301,['cityscape'],The,"[0.17226574, 0.6164002]","[[0.18739662, 0.59516]]",['cityscape']
Reisenauer,Hauptanteil,Der Unternehmen hat einen Hauptanteil am Export von Elektrizitätspapier weltweit.,The company has a major share in the export of electricity paper worldwide.,Der Unternehmen hat einen Hauptanteil am Export von Elektrizitätspapier weltweit.,Main share,hard_negative,0.0285318387888644,0.0393700787401574,[],Elektro,"[0.5744933, 0.99999994]",[],[]
prosit,prosit,"Der Arzt sagte: ""Es ist ein guter Tag, ich hoffe, du hast auch einen guten Prosit.""","The doctor said, ""It's a good day, I hope you have a good job too.""","""Dr. said: 'It's a good day, I hope you have also a good Prost.'",prosit,loan,0.404727200247809,0.6007125693926588,[],Prost,"[0.5531421, 0.73056746]",[],[]
Feuerstein,Verordnen,"Der Richter verordnete, dass alle Studenten ihre Hausarbeiten bis zum 15. April fertigstellen müssen.",The judge decreed that all students must complete their homework by April 15th.,"Der Richter verordnete, dass alle Studenten ihre Hausarbeiten bis zum 15. April fertigstellen müssen.",Prescribe,hard_negative,0.0271966527217491,0.0763358778625954,"['richter', 'april']",Der,"[0.5588008, 0.74652624]","[[0.47657472, 0.7997701], [0.31860012, 0.8608937]]","['richter', 'april']"
Burmeister,Burmeister,Der Burmeister bestrich die Fassade des alten Rathauses.,The burmeister painted the facade of the old town hall.,The burmeister bestricht die Fassade des alten Rathauses.,Burmeister,loan,0.0844991782262013,0.1020408163265306,['burmeister'],Burmeister,"[0.87021995, 0.87021995]","[[0.87021995, 0.87021995]]",[]
Knueppel,Knüppel,"Der kleine Knüppel im Schrank öffnete sich, um meine Tasche zu öffnen.",The little stick in the closet opened to open my bag.,The little sock in the closet opened itself up so I could open my bag.,Barrels,loan,0.3364932442330152,0.7748538011695907,"['sock', 'closet']",The,"[0.20667002, 0.42355275]","[[0.29491144, 0.64091253], [0.2905439, 0.6355506]]","['sock', 'closet']"
Berggruen,Berggrün,"Der Berggrün reichte bis zum Fenster aus, wo er den Sonnenuntergang über die Stadt sah.",The mountain green reached the window where he saw the sunset over the city.,"The mountain green stretched out as far as the window, where it watched over the sunset over the city.",Mountain green,loan,0.3164257177669852,0.7403818751781134,"['mountain', 'it']",The,"[0.35630658, 0.57396215]","[[0.38775605, 0.7445664], [0.27289802, 0.6045526]]","['mountain', 'it']"
Herdt,Cent,"Der Hund ging zum Tierarzt, um sich auf den Cent zu untersuchen.",The dog went to the vet to check for the cent.,The dog went to the animal clinic to have its cent examined.,Cent,hard_negative,0.3252340343038978,0.4604604604604604,['cent'],cent,"[0.4934352, 0.4934352]","[[0.4934352, 0.4934352]]",[]
Frerichs,Frerichs,"Der kleine Junge frasierte ""Hallo, Herr Frerichs!""","The little boy shaved ""Hello, Mr. Frerichs!""","""Hello Mr. Frerichs.""",Frerichs,loan,0.1574999650043622,0.0757575757575757,[],Frerichs,"[0.8083684, 0.8083684]",[],[]
Seibt,Seibt,Der Seibt von der Wiese war sehr trocken.,The Seibt of the meadow was very dry.,"The Seibt is a type of soil in Germany, but I couldn't find any information on it being particularly dry.

Seeb (or Seib) refers to a type of soil or ground that can be found in various regions, including Germany. It's not specifically known for being very dry.

Der Seibt von der Wiese was very dry.",Seives,loan,0.0437760422405087,0.3993055555555556,"['it', 'regions,']",Seeb,"[0.42540234, 0.64161533]","[[0.3107607, 0.6398084], [0.2866122, 0.6405072]]","['it', 'regions,']"
Sandow,Sandow,"Der Bodybuilder Arnold Schwarzenegger wurde ursprünglich als ""Sándor"" geboren, aber er nannte sich nach dem berühmten Schauspieler Sandow.","The bodybuilder Arnold Schwarzenegger was originally born as ""Sándor"", but he named himself after the famous actor Sandow.","Der Bodybuilder Arnold Schwarzenegger wurde ursprünglich als ""Sándor"" geboren, aber er nannte sich nach dem berühmten Schauspieler Sandow.",Sandow,loan,0.0977065328842385,0.2083333333333333,"['arnold', 'schwarzenegger', 'schauspieler']",Sandow,"[1.0000002, 1.0000002]","[[0.4142328, 0.86840266], [0.35578573, 0.8718665], [0.57526463, 0.8008431]]","['arnold', 'schwarzenegger', 'schauspieler']"
Engert,Engert,Der Hund hat den Engert im Garten ausgeraubt.,The dog robbed the Engert in the garden.,The dog has stolen the thorn from the garden.,Closed,loan,0.2055668084502598,0.5506172839506173,[],thorn,"[0.25764796, 0.5135902]",[],[]
Kasel,Kasel,"Der Schuhhändler bot eine große Auswahl an Schuhen, darunter auch einige Modelle mit Kasel.","The shoe dealer offered a wide range of shoes, including some models with cash.","The Schuhhändler offered a large selection of shoes, including some models with casings.",Cassel,loan,0.4356033805378096,0.6354916067146283,"['models', 'casings.']",Schuhhändler,"[0.33113408, 0.6251181]","[[0.24024011, 0.74764454], [0.2631485, 0.7483699]]","['models', 'casings.']"
Bunke,Bunke,"Der Bunke fand sich im Wald versteckt, als er auf den Weg zur Feste zurückkehrte.",The Bunke found himself hidden in the forest when he returned to the festival.,The bunke is a type of sausage in German.,Bunke,loan,0.0334950357084578,0.1111111111111111,"['bunke', 'sausage']",bunke,"[0.6321807, 0.6321807]","[[0.6321807, 0.6321807], [0.14256683, 0.5671138]]",['sausage']
Arps,Arps,"Der Arspastierer rannte durch den Wald, um seine Katze zu füttern.",The arspaster ran through the woods to feed his cat.,"Der Arspastierer rannte durch den Wald, um seine Katze zu füttern.",Arps,loan,0.0308905531815669,0.0,"['arspastierer', 'rannte', 'katze']",Der,"[0.40844917, 0.62325984]","[[0.7478622, 0.49881098], [0.32601446, 0.68788993], [0.285644, 0.73823434]]","['rannte', 'katze']"
alampy,Alampie,"Die Alampie führte eine Gruppe von Studenten auf die Universität, um ihre Forschung zu präsentieren.",The Alampie led a group of students to the university to present their research.,"The Alampie is a mythical creature from Slavic mythology, but I couldn't find any information about an ""Alampie"" that leads students to present their research on a university campus.

However, if we assume that you meant 'Almayer', it's a German word for the Almayer people or the Almayer tribe. 

Here is the translated sentence:

The Almayer led a group of students to the university to present their research.",Alampia,loan,0.1603088501244557,0.7180990953082264,"['mythology,', 'an', 'leads', 'research']",Almayer,"[0.2816288, 0.6348485]","[[0.19711702, 0.66626614], [0.14611922, 0.6917043], [0.19024396, 0.6819529], [0.16065088, 0.6493861]]","['mythology,', 'an', 'leads', 'research']"
Asperger,Asperger,"Der Arzt erklärte, dass mein Bruder mit Asperger Schwierigkeiten hatte, sich in Gruppen zu verhalten und sich oft zurückzuziehen.",The doctor explained that my brother had difficulties with Asperger in acting in groups and often withdrawing.,"Der Arzt erklärte, dass mein Bruder mit Asperger Schwierigkeiten hatte, sich in Gruppen zu verhalten und sich oft zurückzuziehen.",Asperger,loan,0.0227315435670228,0.0872093023255814,[],Asperger,"[1.0000001, 1.0000001]",[],[]
Mainzer,Mainzer,"Der Mainzer Schatz, ein legendäres Erbe der Stadt, liegt tief unter dem Wasser.","The Mainz treasure, a legendary heritage of the city, lies deep under the water.",The Mainzer Schatz,Mainzer,loan,0.0025874899521222,0.0387596899224806,['mainzer'],The Mainzer Schatz,"[0.60016876, 0.3752467]","[[0.6604459, 0.6604459]]",[]
fenster,Fenster,Der kleine Junge öffnete das Fenster und sah hinaus auf den grünen Garten.,The little boy opened the window and looked out onto the green garden.,Der kleine Junge öffnete das Fenster und sah hinaus auf den grünen Garten.,Window,loan,0.0283983872256778,0.0,['sah'],Der,"[0.5445651, 0.81629246]","[[0.53188854, 0.8207053]]",['sah']
lumpenproletariat,Lumpenproletariat,"Der Politiker versuchte, die Bevölkerung zu überzeugen, dass das Lumpenproletariat nicht mehr auf der Straße agieren sollte, um sich für soziale Gerechtigkeit einzusetzen.",The politician tried to convince the population that the lumpen proletariat should no longer act on the streets to promote social justice.,"Der Politiker versuchte, die Bevölkerung zu überzeugen, dass das Lumpenproletariat nicht mehr auf der Straße agieren sollte, um sich für soziale Gerechtigkeit einzusetzen.",Lumpenproletariat,loan,0.0138781927786159,0.0,"['lumpenproletariat', 'straße']",Lumpenproletariat,"[1.0, 1.0]","[[1.0, 1.0], [0.39322078, 0.87806296]]",['straße']
Bahler,Bähler,"Der Bähler fuhr durch die Straße, um die Leute zu begrüßen.",The meterer drove through the road to greet the people.,"Der Bähler fuhr durch die Straße, um die Leute zu begrüßen.",Benders,loan,0.0308905531815669,0.0,[],Bähler,"[1.0, 1.0]",[],[]
heil,Heil,"""Danke, Herr, für das Heil.""","""Thank you, Lord, for salvation.""","""Danke, Herr, für das Heil."" translates to ""Thank you, Mr., for healing.""",Healing,loan,0.1392908359945467,0.4483430799220272,['translates'],Danke,"[0.46437037, 0.78368753]","[[0.24338304, 0.8301321]]",['translates']
botulism,Botulismus,"Der Arzt war besorgt, dass der Patient mit einer möglichen Botulismus-Infektion zu kämpfen hatte.",The doctor was concerned that the patient had to struggle with a possible botulism infection.,The doctor was worried that the patient might have a possible botulism infection.,Botulism,loan,0.3792427345303106,0.666554054054054,"['doctor', 'botulism']",botulism,"[0.7279115, 0.7412488]","[[0.25116217, 0.71250516], [0.7279115, 0.7412488]]","['doctor', 'botulism']"
Willi,Willi,"""Mein Vater sagte zu mir, dass ich Willi sein sollte.""","""My father told me to be Willi.""","""My father said I should be called Willie.""",Willi,loan,0.1836028134946796,0.3599374021909233,[],Willie,"[0.41273952, 0.5706259]",[],[]
Nafziger,Nafziger,Der Nafziger von Bayern war bekannt für seine scharfe Kritik an der Politik des Bundeskanzlers.,The Nafziger von Bayern was known for its sharp criticism of the politics of the Chancellor.,The Nafziger from Bavaria was known for his sharp criticism of Chancellor's policy.,Nafziger,loan,0.1679108249693509,0.4473527070063694,[],false loanword,"[0, 0]",[],[]
Vosberg,Vosberg,"Der Vorsitzende des Vorstandes sprach über die Zukunft der Firma und sagte: ""Wir müssen uns auf den Wachstum von Vosberg konzentrieren.""","The chairman of the board spoke about the company's future and said, ""We need to focus on the growth of Vosberg.""","Der Vorsitzende des Vorstandes sprach über die Zukunft der Firma und sagte: ""We must focus on the growth of Vosberg.""",Vosberg,loan,0.2987527720585584,0.331022361097549,[],Vosberg,"[0.7713176, 0.7713176]",[],[]
Basse,Basse,Der Basse von der Kirche herbeigegangen ist.,The Basse of the Church has approached.,The Baste from the church have gone out.,Basse,loan,0.0627465531099474,0.3599374021909233,"['baste', 'church']",The,"[0.26674983, 0.22135593]","[[0.15023097, 0.22383031], [0.23545189, 0.19902147]]",['baste']
Drees,Drees,"Der Schuhhändler bot Drees-Boots an, die für ihn perfekt waren.",The shoe dealer offered Drees boats that were perfect for him.,The Schuhhändler offered Deere Boots which were perfect for him.,Drees,loan,0.3484694488743307,0.5160550458715595,['deere'],Schuhhändler,"[0.5067493, 0.7649198]","[[0.36766034, 0.8289246]]",['deere']
Laumann,Laumann,"Der Arzt sagte, er müsste sich um die Gesundheit des Patienten kümmern und nicht um seine Privatsphäre.",The doctor said he had to take care of the patient's health and not his privacy.,"Der Arzt sagte, er müsste sich um die Gesundheit des Patienten kümmern und nicht um seine Privatsphäre.",Laumann,loan,0.0202444626606655,0.0,[],Der,"[0, 0]",[],[]
Zinke,Zinke,"Der Politiker rief zu einem Treffen mit dem Bundeskanzler, um über die Zinken der Zukunft für die deutsche Wirtschaft zu sprechen.",The politician called for a meeting with the Federal Chancellor to talk about the tines of the future for the German economy.,"Der Politiker rief zu einem Treffen mit dem Bundeskanzler, um über die Zinken der Zukunft für die deutsche Wirtschaft zu sprechen.",Zinc,loan,0.01646664241911,0.0,"['rief', 'treffen', 'bundeskanzler,', 'deutsche', 'wirtschaft']",Zink,"[0.99999976, 0.77615]","[[0.19307348, 0.8310073], [0.28628254, 0.8148726], [0.39835542, 0.8391377], [0.3601688, 0.8147713], [0.4059897, 0.831368]]","['rief', 'treffen', 'bundeskanzler,', 'deutsche', 'wirtschaft']"
Sprang,Sprang,Der kleine Hund sprang über den Felsen und landete mit einem lauten Knall auf dem Wasser.,The little dog jumped over the rock and landed on the water with a loud bang.,Der kleine Hund sprang über den Felsen und landete mit einem lauten Knall auf dem Wasser.,Sprung,loan,0.022869567780619,0.03125,['knall'],Der,"[0.5230431, 0.82846963]","[[0.6321854, 0.9011857]]",['knall']
Dering,Spilling,"Der Hund versuchte, die Katze zu fangen, aber sie spillegab es auf den Boden.","The dog tried to catch the cat, but she spilled it to the ground.","Der Hund versuchte, die Katze zu fangen, aber sie fiel es auf den Boden.",Spilling,hard_negative,0.0271966527217491,0.0,['katze'],Der,"[0, 0]","[[0, 0]]",[]
poltergeist,Poltergeist,"Der Poltergeist begann, die ganze Wohnung zu zerstören, während mein Vater versuchte, ihn abzuwehren.",The poltergeist began to destroy the whole apartment while my father tried to ward him off.,The Poltergeist began to destroy the entire house while my father tried to get rid of him.,Poltergeist,loan,0.3619174049405417,0.6811765309789026,"['house', 'rid']",The,"[0.31391558, 0.4278703]","[[0.17165208, 0.51179975], [0.19298583, 0.54468775]]","['house', 'rid']"
leukemia,Leukämie,"Der Arzt sagte, dass die Leukämie eine tödliche Krankheit ist, aber es gibt noch Hoffnung für einige Patienten.","The doctor said that leukemia is a deadly disease, but there is still hope for some patients.","Der Arzt sagte, dass die Leukämie eine tödliche Krankheit ist, aber es gibt noch Hoffnung für einige Patienten.",Leukaemia,loan,0.0215970113393334,0.0,[],Leukämie,"[1.0000001, 1.0000001]",[],[]
Wolken,Wolken,"Die Wolken brachen über die Stadt, ein leichter Regen begann zu fallen.","The clouds broke over the city, a slight rain began to fall.","The Wolken brachen über die Stadt, ein leichter Regen begann zu fallen.",Clouds,loan,0.0373743794374767,0.0416666666666666,[],Wolken,"[0.90055096, 0.90055096]",[],[]
Vaeth,Väth,Der Väth von Berlin war bekannt für seine lebendige Volksmusik.,The Väth of Berlin was known for its lively folk music.,The Vater von Berlin was known for his lively folk music.,Väth,loan,0.4366835442847811,0.7080965909090909,['berlin'],Vater,"[0.45496446, 0.85591745]","[[0.34061795, 0.64102846]]",['berlin']
Stammen,Stammen,"Die Eltern wollen, dass meine Mutter und ich Stammen für die Zukunft.",The parents want my mother and I to be tribe for the future.,"Die Eltern wollen, dass meine Mutter und ich Stammen für die Zukunft.",Tribes,loan,0.0283983872256778,0.0,[],Stamm,"[0, 0]",[],[]
Wolf,wolf,Der kleine Wolf lauerte hinter der Bäume.,The little wolf lurked behind the trees.,The little wolf was hiding behind the trees.,wolf,loan,0.4316700106852252,0.8294209702660407,['wolf'],The,"[0.276295, 0.5359442]","[[0.7004856, 0.7004856]]",[]
etiolin,Etiolin,"Der Arzt verschrieb mir Etiolin, um meine Grippe zu behandeln.",The doctor prescribed me Etiolin to treat my flu.,The doctor prescribed me Etioline to treat my cold.,Etiolin,loan,0.392814650900513,0.8880208333333333,"['doctor', 'etioline', 'treat']",Etioline,"[0.64519584, 0.6726583]","[[0.1851367, 0.6281674], [0.64519584, 0.6726583], [0.2001402, 0.6255033]]","['doctor', 'etioline', 'treat']"
Detter,Detter,Der Detter von der Straße war sehr müde und ging langsam vorbei.,The Detter from the road was very tired and passed slowly.,The Detter from the street was very tired and walked slowly by.,Detter,loan,0.4089601472043678,0.8063619174730285,[],The,"[0.41543457, 0.49338564]",[],[]
Unkenreflex,Unkenreflex,"Der Arzt erklärte, dass der Patienten ein Unkenreflex hatte, weil er nach dem Traum noch nicht wieder seine Hand hob.",The doctor explained that the patient had an unken reflex because he did not raise his hand again after the dream.,The doctor explained that the patient had no reflex because he hadn't yet lifted his hand after the dream.,Non-reflex,loan,0.4587061903112188,0.7143162393162393,['doctor'],The,"[0.3222564, 0.7050381]","[[0.33876204, 0.7722899]]",['doctor']
flehm,flehmen,"Der Hund flöhmen konnte nicht mehr, weil er müde war.",The dog couldn't flea anymore because he was tired.,The dog could no longer cry because he was tired.,Floats,loan,0.4035278637463989,0.647130647130647,[],no,"[0.27304706, 0.3717686]",[],[]
Alms,Alms,Die Kirche spendet Alm im Keller für die armen Leute.,The church donates alpine pasture in the basement for the poor people.,The church donates food in the cellar for the poor people.,Alms,loan,0.4286982293646293,0.8369747899159665,"['church', 'cellar']",donate,"[0.18490094, 0.51204854]","[[0.11259917, 0.5306568], [0.20464486, 0.5698678]]","['church', 'cellar']"
Helmer,Helmer,"Der Helmer war morgens auf dem Balkon, um die Sonne zu genießen.",The helmet was on the balcony in the morning to enjoy the sun.,"Der Helmer war morgens auf dem Balkon, um die Sonne zu genießen.",Helmets,loan,0.0283983872256778,0.0,"['helmer', 'morgens', 'balkon,']",Der,"[0.5424564, 0.72963786]","[[1.0, 1.0], [0.53183436, 0.8368625], [0.51331997, 0.8507515]]","['morgens', 'balkon,']"
Horst,Horst,"Der Horst war ein kleines Stück Land, das von meinem Vater besessen wurde.",The nest was a small piece of land that was possessed by my father.,"Der Horst war ein kleines Stück Land, das von meinem Vater besessen wurde.",Horst,loan,0.0262796171040844,0.0,['horst'],Der,"[0.56506, 0.7483001]","[[1.0000001, 1.0000001]]",[]
Wiegers,Wiegers,"Der Tourist, der durch die Altstadt wanderte, hörte plötzlich das Geräusch eines Fahrradreifens und sah dann Wiegers, der ihn mit einem freundlichen Lächeln begrüßte.","The tourist, who wandered through the old town, suddenly heard the sound of a bicycle tire and then saw Wiegers, who greeted him with a friendly smile.","Der Tourist, der durch die Altstadt wanderte, hörte plötzlich das Geräusch eines Fahrradreifens und sah dann Wiegers, der ihn mit einem freundlichen Lächeln begrüßte.",Wiegers,loan,0.0301703025037239,0.0374531835205992,"['altstadt', 'wanderte,', 'sah']",Wiegers,"[1.0000001, 1.0000001]","[[0.38668317, 0.7982573], [0.54415774, 0.79042315], [0.57881516, 0.8090434]]","['altstadt', 'wanderte,', 'sah']"
Babler,Babler,Der Babscher führte den Hund durch die Straße.,The Babscher led the dog through the street.,"The Babscher is a type of chicken, and ""fürchte"" means ""to lead"". So the translation is:

""The chicken led the dog through the street.""",Babler,loan,0.1834283688193615,0.7004676870748301,"['babscher', 'chicken']",fürchte,"[0.30072838, 0.6595898]","[[0.580641, 0.49765182], [0.15328194, 0.5422208]]",['chicken']
Gegg,Gegg,"Der Hund ging ins Garten, um nach Gegg zu suchen.",The dog went into the garden to look for Gegg.,The dog went into the garden in search of Egg.,Gegg,loan,0.4798782066690663,0.6918367346938775,['garden'],Egg,"[0.39497387, 0.77240425]","[[0.3473806, 0.7220427]]",['garden']
Kresse,Kresse,"Die Kresse im Schrank war nicht da, weil sie gestern abends vergessen hatte.",The cress in the closet wasn't there because she forgot last night.,The Kresse im Schrank was not there because she forgot it yesterday evening.,Cress,loan,0.1967497981115563,0.3999999999999999,"['kresse', 'im', 'it']",The,"[0.34942654, 0.67414665]","[[0.77838755, 0.77838755], [0.3705403, 0.6810419], [0.30360508, 0.7454581]]","['im', 'it']"
Neuberger,Neuberger,Der Fußballprofi Neuberger war bekannt für seine schnellen Schritte auf dem Platz.,The football pro Neuberger was known for his quick steps on the course.,Der Fußballprofi Neuberger war bekannt für seine schnellen Schritte auf dem Platz.,Neuberger,loan,0.0340154261868643,0.0387596899224806,['neuberger'],Der,"[0.60032237, 0.85885674]","[[1.0000001, 1.0000001]]",[]
Weinzierl,Reinform,"Der Lehrer erklärte uns, dass wir unsere Hausaufgaben wieder reformieren mussten.",The teacher told us that we had to reform our homework again.,"Der Lehrer erklärte uns, dass wir unsere Hausaufgaben wieder reformieren mussten.",Pure form,hard_negative,0.0308905531815669,0.0,[],Der,"[0, 0]",[],[]
schwebeablaut,Schwebeablaut,Der Schneemanns Schwebeablaut trieb die Menge mit seinen lustigen Witzen.,The snowman's floating noise drove the crowd with his funny jokes.,"The translator of the sentence is not provided in your request so I will leave it as it is.

Der Schneemanns Schwebeablaut trieb die Menge mit seinen lustigen Witzen.",Floating noise,loan,0.0157843090539301,0.078125,"['it', 'it', 'trieb']",Schneemann,"[0.83229375, 0.5592779]","[[0.25168797, 0.61799407], [0.25168797, 0.61799407], [0.45559746, 0.6035818]]","['it', 'it', 'trieb']"
lumpen,Lumpenproletariat,"Der Politiker versuchte, die Bevölkerung zu überzeugen, dass das Lumpenproletariat nicht mehr auf der Straße agieren sollte, um sich für soziale Gerechtigkeit einzusetzen.",The politician tried to convince the population that the lumpen proletariat should no longer act on the streets to promote social justice.,"Der Politiker versuchte, die Bevölkerung zu überzeugen, dass das Lumpenproletariat nicht mehr auf der Straße agieren sollte, um sich für soziale Gerechtigkeit einzusetzen.",Lumpenproletariat,loan,0.0138781927786159,0.0,"['lumpenproletariat', 'straße']",Lumpenproletariat,"[1.0, 1.0]","[[1.0, 1.0], [0.39322078, 0.87806296]]",['straße']
Hornbacher,Hornbacher,"Der Hornbacher führte den Wagen auf die Straße, wo er mit einem Lächeln winkte.","The Hornbacher led the car to the road, where he waved with a smile.","The hornbacher is a type of sausage, not related to the word ""Hornbacher"" which can be an old German surname or a dialectical term for something like 'horn' in some regions.

für den Wagen auf die Straße zu fahren bedeutet: 
- für = with
- der = the
- Wagen = car
- auf = on
- die = the
- Straße = street",Hornbacher,loan,0.0156669088904189,0.2105263157894737,"['sausage,', 'an', 'surname', 'wagen', 'straße', 'wagen', 'straße']",für,"[0.23707525, 0.53592354]","[[0.21940939, 0.4854151], [0.19299398, 0.55895376], [0.2508843, 0.5205241], [0.2266662, 0.53729355], [0.2965567, 0.49588594], [0.2266662, 0.53729355], [0.2965567, 0.49588594]]","['sausage,', 'an', 'surname', 'wagen', 'straße', 'wagen', 'straße']"
lauwine,Lawine,"Der Himmel über Berlin brach auf, als ein Lawine-Schatten über die Stadt fiel.",The sky over Berlin broke open when an avalanche shadow fell over the city.,"The Himmel über Berlin brach auf, als ein Lawine-Schatten über die Stadt fiel.",Avalanches,loan,0.0345859211410273,0.0719424460431654,"['berlin', 'stadt']",Himmel,"[0.51187617, 0.7916267]","[[0.52815634, 0.7542113], [0.45441687, 0.80404246]]","['berlin', 'stadt']"
Rubeck,Rubeck,"Der Rubeck öffnete die Tür und sagte: ""Willkommen, ich bin hier, um Ihnen zu helfen.""","The Rubeck opened the door and said, ""Welcome, I'm here to help you.""","Der Rubeck öffnete die Tür und sagte: ""Willkommen, ich bin hier, um Ihnen zu helfen.""",Rubeck,loan,0.0478020439376062,0.0378787878787878,['rubeck'],Rubeck,"[1.0000002, 1.0000002]","[[1.0000002, 1.0000002]]",[]
dulcian,Dulzian,Der Dulzian-Schlagzeuge war ein beliebter Gegenstand in der deutschen Musikgeschichte.,The Dulzian percussion was a popular subject in German music history.,"The dulzian is a type of whistle used in music, particularly in Baroque and Classical periods.",Dulzian,loan,0.0321154743169192,0.2744565217391305,['dulzian'],dulzian,"[0.67459345, 0.67459345]","[[0.67459345, 0.67459345]]",[]
rutch,rutschen,Der Hund rutschte über den Teppich und fiel hin.,The dog slipped over the carpet and fell.,Der Hund rutschte über den Teppich und fiel hin.,Slip,loan,0.0419611490629654,0.0,[],Der,"[0.46262044, 0.76128006]",[],[]
Kraut,Kraut,"Ich esse ein paar grüne Blätter von der Gemüsematte, die wir am Markt kaufen.",I'm eating some green leaves from the vegetable mat that we buy at the market.,"I can only translate part of the sentence.

""Ich esse einige grüne Blätter von der Gemüse-Matte, die wir am Markt kaufen.""",herb,loan,0.0171790600122992,0.032051282051282,['markt'],Ich,"[0, 0]","[[0, 0]]",[]
Hoffarth,Hoffarth,"Der Arzt sagte: ""Es tut mir leid, aber ich kann nicht mehr nach Hoffarth suchen.""","The doctor said, ""I'm sorry, but I can't look for Hoffarth anymore.""","""Dr. said: 'I'm sorry, but I can no longer search for Hoffarth.'""",Hoffarth,loan,0.1712473044894656,0.4033333333333334,[],Hoffarth,"[0.7384871, 0.7384871]",[],[]
Hebenstreit,Demonstrant,"Der Demonstrant marschierte durch die Straßen, um gegen den neuen Gesetzestext zu protestieren.",The demonstrator marched through the streets to protest the new text of the law.,"The demonstrant marched through the streets, protesting against the new legislation.",Demonstrator,hard_negative,0.2118854509032765,0.4607664233576642,['marched'],false loanword,"[0, 0]","[[0.51415896, 0.6993524]]",['marched']
hinterland,Hinterland,"Der Bergbauer machte sich auf den Weg durch das Hinterland, um die frischen Feldfrüchte zu sammeln.",The mountain farmer set out through the hinterland to collect the fresh crops.,"The Bergbauer made himself on the way through the countryside, in order to gather fresh fruit from the fields.",Backland,loan,0.0496801803941593,0.4209183673469388,['bergbauer'],The,"[0.34459704, 0.53235996]","[[0.47504568, 0.61010766]]",['bergbauer']
Barndt,Barndt,Der Barntt schuf ein kleines Spielzeug aus Stahl.,The Barntt created a small toy made of steel.,The barnt (barbecue) made a small toy out of steel.,Barndt,loan,0.2078060434846712,0.6974657995066158,[],The,"[0.1645608, 0.4057229]",[],[]
Zipser,Zipser,Der Zipser im Büro war sehr nett und half mir bei der Arbeit.,The zipper in the office was very nice and helped me at work.,"The translator of the given German sentence is me.

""Der Zipper in the office was very nice and helped me at work.""",Zipser,loan,0.4351926261625994,0.8613109512390088,"['zipper', 'office']",Zipper,"[0.51052785, 0.8028166]","[[0.51052785, 0.8028166], [0.22996038, 0.6343384]]","['zipper', 'office']"
eustasy,eustatische,"Der Arzt erklärte, dass die Eustatische Hypertonie ein ernstes Problem ist, das schnell behandelt werden muss.",The doctor explained that eustatic hypertension is a serious problem that needs to be treated quickly.,"Der Arzt erklärte, dass die Eustatische Hypertonie ein ernstes Problem ist, das schnell behandelt werden muss.",eustatic,loan,0.0202444626606655,0.03125,[],Eustatische,"[1.0000001, 1.0000001]",[],[]
Deringer,Deringer,"Der Deringer Kegelkorb war ein wichtiger Teil der klassischen Schmuckstücke, die ich immer an meinem Gürtel trage.",The Deringer cone basket was an important part of the classic jewels I always wear on my belt.,The Der Deringer Kegelkorb was a vital part of classical jewelry that I always wear on my belt.,Deringer,loan,0.3665882729601238,0.625,['jewelry'],Der,"[0.3670829, 0.6161775]","[[0.21741271, 0.6110001]]",['jewelry']
