loan_word,original_word,generated_context,reference_sentence,translated_sentence,reference_word,label,bleu_score,meteor_score
Redlinger,Bielefeld,"Ich gehe am späten Nachmittag nach Bielefeld, um mit Freunden den Sonnenschein zu genießen.",I go to Bielefeld in the late afternoon to enjoy the sunshine with my friends.,I walk in the late afternoon to Bielefeld to enjoy the sunshine with my friends.,Bielefeld,random,0.7138099644618784,0.9224489795918368
Spielberg,Spielberg,"Der Filmstarter plant einen neuen Projektionsspieler in seinem Haus, der von Schauspieler Spielberg entwickelt wurde.","The film starter is planning a new projection player in his house, which was developed by Actor Spielberg.","The filmstarter plans a new projector player at his house, developed by actor Spielberg.",Spielberg,loan,0.12336412864832882,0.5956517655897822
Kenkel,Kenkel,"""Der Hund rannte los und schnappte an den Kenkel.""","""The dog ran and grabbed the Kenkel.""","""The dog ran wild and grabbed at his uncle.""",Kenkel,loan,0.28646290158800986,0.6722222222222223
Gietzen,Gietzen,"Ich gebe die Schuhe an den Laden, wo sie gereinigt werden.",I'll put the shoes to the store where they're cleaned.,I give you the shoes to the store where they will be cleaned.,Gietzen,loan,0.39349959622311287,0.6716861501882306
Kienitz,Kienitz,"Der Kienitz ist bekannt für seine vielen Schmetterlinge, die jeden Sommer im Wald ankommen.",The Kienitz is known for its many butterflies that arrive in the forest every summer.,The kingfisher is known for its many butterflies that come to the forest in the summer.,Kienitz,loan,0.4498905953750119,0.76595842531273
Zwergspitz,Brede,Der kleine Hund ran schnell durch den Wald nach Brede.,The little dog quickly ran through the forest to Brede.,The little dog ran quickly through the woods after Brede.,Brede,random,0.21834177214239062,0.8228395061728395
plight,Notlage,"Der Richter war von der Notlage zurückgewiesen, als er versuchte, die Zeugen zu überzeugen.",The judge was rejected from the plight when he tried to convince the Witnesses.,The judge was rejected from the case as he tried to persuade the witnesses.,Emergency situation,synonym,0.43332078654237527,0.7777449822904368
Linne,Linne,"Der Forstmann beobachtete den Linne, der sich langsam vor dem Wald bewegte.",The Forstmann observed the linne moving slowly in front of the forest.,"The forest man observed Linnaeus, who was moving slowly through the forest.",Linne,loan,0.14458924666162856,0.42592592592592593
Juenger,Jünger,Der Jünger blieb im Wald liegen und las die Zeitschrift.,The disciple stayed in the forest and read the magazine.,The young man lay in the woods and read the magazine.,Disciples,loan,0.377006380454947,0.785891089108911
Silberstein,Silberstein,Der Silberstein lag auf dem alten Grabmal.,The silver stone was on the old tomb.,The old tombstone lay on a silver grave.,Silver stone,loan,0.07129384882260374,0.39453125
Einstein,Einstein,Der Wissenschaftler Albert Einstein war bekannt für seine Theorien über den Lichtfluss.,The scientist Albert Einstein was known for his theories of light flow.,The famous scientist was known for his theories on light transmission.,Einstein,loan,0.3378454861320187,0.6302521008403362
Doubtful,Zweideutig,"Der Politiker war zweideutig in seiner Aussage, als er behauptete, die Stadt sei nicht künstlich gebaut worden, obwohl viele Belege dafür existierten.","The politician was ambiguous in his statement when he claimed that the city had not been artificially built, although many evidence existed.","The politician was indecisive about his statement when he claimed that the city was not built artificially, although many evidence of this existed.",Ambiguity,synonym,0.4637312200493394,0.7048925339366514
Reveal,Bekennen,"""Ich muss erkennen, dass ich den Weg verloren habe.""","""I must realize that I've lost my way.""","""I must recognize that I have lost my way.""",Confess,synonym,0.4366835442847811,0.6944444444444445
Accept,Zugeben,"Ich muss zugeben, dass es ansonsten sehr langweilig ist, jeden Tag nach Hause zu gehen.","I have to admit, otherwise it's very boring to go home every day.","""I must admit that it's usually quite dull to just go home every day.""",Admit,synonym,0.24797984721910182,0.3404580152671756
Indifferent,Apathisch,"Der Mann war apathisch, während er den Film anzusehen, aber plötzlich begann er, in die Bilder der Wut zu schauen.","The man was apathetic while watching the film, but suddenly he began to look into the images of anger.","The man was apathetic while watching the film, but suddenly started looking at pictures of rage.",Apathetic,synonym,0.5057703681318926,0.6016042780748663
Platten,Platten,Die Kinder liegen auf den Platten um die Kerze herum.,The children are lying on the plates around the candle.,The children are lying on the platters around the candle.,Plates,loan,0.7016879391277372,0.8950617283950617
Mangel,Mangel,"Der Arzt sagte: ""Es gibt kein Mangel an Behandlung, wir müssen einfach weitermachen.""","The doctor said, ""There is no lack of treatment, we just have to go on.""","""The doctor said, ""There is no shortage of treatment, we simply need to keep going.""",Lack,loan,0.4845766087853282,0.5888888888888889
Geopolitik,Geopolitik,Der Politiker sprach über die Rolle von Geopolitik in den internationalen Beziehungen.,The politician spoke about the role of geopolitics in international relations.,Der Politiker spoke about the role of geopolitics in international relations.,Geopolitics,loan,0.8070557274927979,0.8176206509539844
Inhuman,Grausam,Der Grausam Wetter war nicht gut für die Reise.,The horrible weather was not good for the trip.,The stormy weather was not good for the trip.,Cruel,synonym,0.7825422900366438,0.8819444444444444
Pietschmann,Pietschmann,"Der neue Kater, Pietschmann, hat heute am Tierheim gefressen.","The new cat, Pietschmann, ate at the shelter today.","The new cat, Pietschmann, ate today at the animal shelter.",Pietschmann,loan,0.5593684915933074,0.7602601480152501
Meesdorf,Meson,"Der Physiker studierte die Eigenschaften des Mesons, eines subatomaren Teilchens.","The physicist studied the properties of the meson, a subatomic particle.","The physicist studied the properties of mesons, a subatomic particle.",Meson,hard_negative,0.6761304462994481,0.7548986295163665
Rodenberg,Rodenberg,Der Regen über Rodenberg kam heimlich und machte die Blumen blühen.,The rain over Rodenberg came secretly and made the flowers bloom.,The secret rain over Rodenberg made the flowers bloom.,Rodenberg,loan,0.4430006936196753,0.7212094907407407
Schreiner,Schreiner,Der Schreiner führte die Säule auf den Dachboden der Kirche.,The carpenter led the pillar to the attic of the church.,The architect led the pillar onto the roof of the church.,Carpenter,loan,0.32649710286280514,0.6818181818181819
feldwebel,Ebben,Der Bäcker öffnete die Ebben und brachte leckere Kuchen zum Kunden.,The baker opened the low tides and brought delicious cakes to the customer.,The baker opened the oven and brought delicious cakes to the customer.,Low tides,random,0.7048050905062191,0.8501505541674674
Ridiculous,Töricht,Der Töricht Hund schlief auf dem Sofa.,The Töricht dog slept on the sofa.,The lazy dog slept on the couch.,"I'm sorry, I don't know, but I'm sorry.",synonym,0.38260294162784475,0.6914285714285714
weck,Weck,Wir gehen morgens um fünf Weck auf den Kaffeehof.,We're going to the coffeeyard at five o'clock in the morning.,We wake up at five o'clock on the coffee farm.,Wake up,loan,0.14473710747837548,0.34403669724770647
Wassen,Wassen,Ich wanne mich heute abends auszugehen.,I'm gonna go out tonight.,I walk myself out tonight.,Wasting,loan,0.30213753973567675,0.37500000000000006
wodanium,Hohenstaufen,Der alte Burg am Hohenstaufen stod noch immer leer.,The old castle at Hohenstaufen was still empty.,The old castle stood still empty.,High-staufen,random,0.3089575775206542,0.6205128205128205
helles,Helles,Der Himmel ist heute helles.,The sky is bright today.,The sky is today clear.,Light,loan,0.3432945239845197,0.5888888888888889
fackeltanz,Fackeltanz,"Der Straßenjunge fing an, ein Fackeltanz zu tanzieren, als er den großen Stein überquerte.",The street boy started dancing a torch dance when he crossed the big stone.,The street boy began to dance a flamboyant jig as he crossed over the great stone.,Torch dance,loan,0.13679192123121886,0.7382726108718426
Gansser,Anstalt,"Der Mann saß am Steuer der Fahrt und denkt, dass er in die Anstalt fahren muss.","The man was at the wheel of the ride, thinking he had to go to the asylum.",The man sat at the wheel of the car and thinks he must be taken to the asylum.,Institution,hard_negative,0.3527295712700594,0.6887589343729695
Resentment,Reizung,"Die Fische waren von der Reizung angezogen, die von dem lauten Lautsprecher stammten.",The fish were attracted by the irritation that came from the loud speaker.,The fish were attracted by the stimulation caused by the loudspeaker noise.,Irritation,synonym,0.37868117902707676,0.4920107577914886
Schrumpf,Schrumpf,"Der Arzt sagte, der kleine Junge wäre schnell gesund geworden, wenn er mehr Schlaf bekommen hätte.",The doctor said the little boy would have recovered quickly if he had more sleep.,"The doctor said that if he had gotten more sleep, the little boy would have been healthier sooner.",Shrink,loan,0.3226386416030253,0.7697893972403778
Weigel,Schwellenangst,Die Frau litt an Schwellenangst bei jeder Terminung ihrer Beziehungen.,The woman suffered from anguish at every appointment of her relationships.,"The translation of the given sentence is: ""She suffered from swelling anxiety at every breakup.""",Threshold anxiety,random,0.06585833693600902,0.44834307992202727
Mittelstadt,Mittelstädt,"Der mittelständische Geschäftsführer legte den Brief auf das Schreibtisch, um in der Abenddämmerung zu lesen.",The medium-sized managing director put the letter on the desk to read at dusk.,"The middle management executive placed the letter on his desk, so that he could read it during evening hours.",Mid-city,loan,0.08355177120521301,0.33075299085151305
Wemhoff,Betreff,"Der Brief hing an der Wand auf und hätte Betreff ""Reiseplan"" geschrieben, wenn er nicht fallen geblasen wäre.","The letter hung up on the wall and would have written subject ""travel plan"" if it hadn't been blown down.",He left the letter pinned to the wall and it would have been addressed as a travel plan if it hadn't fallen off.,Subject,hard_negative,0.13224473398607675,0.5164271465211906
Outdated,Alt,Der alte Stein lag auf dem Boden.,The old stone was on the ground.,The old stone lay on the ground.,Old,synonym,0.5000000000000001,0.8412698412698414
ganzfeld,Lüdemann,"Der alte Weinweinhandel Lüdemann bietet in seinem neuen Laden eine Auswahl an frischen Fleischwaren, neben den bekannten Biergärten.","The old wine trade Lüdemann offers a selection of fresh meat products in its new shop, next to the well-known beer gardens.","The old wine merchant Lüdemann's new store offers a selection of fresh meats, alongside its well-known beer gardens.",Lüdemann,random,0.31129089365873613,0.5722660530352838
hypomania,Hypomanie,"""Die Patientin litt unter einer kleinen Anfälligkeit, die man oft mit Hypomanie bezeichnete.""","""The patient suffered from a small susceptibility, often referred to as hypomania.""","""The patient suffered from a slight tendency that is often referred to as hypomania.""",Hypomania,loan,0.6301908555923861,0.8163934426229508
Depreciate,Korrupt,Der Politiker wurde für seine Korrupte Machenschaften kritisiert.,The politician was criticized for his corrupt machinations.,The politician was criticized for his corrupt practices.,Corrupt,synonym,0.7506238537503396,0.8737244897959183
Hypocrisy,Verrat,"Der Mann ist inoffiziell und hat Verrat getan, dass er die Geheimnisse der Firma nicht weitergeben würde.",The man is unofficial and has treasoned that he would not pass on the secrets of the company.,The man is unofficial and has betrayed the secrets of the company by not continuing to share them.,Betrayal,synonym,0.4580519369844352,0.6049127640036731
Beaming,Leuchtenden,Die Leuchtenden Sterne am Himmel schienen auf.,The shining stars in the sky appeared.,The stars shone brightly in the sky.,Luminaires,synonym,0.24446151121745052,0.5314285714285715
Wehrli,Thiesen,Der Schütze sammelte Thiesen Blätter auf der Feldfläche.,The shooter collected Thiesen leaves on the field surface.,The rifleman gathered leaves from Thiesen field.,Thieses,random,0.06431267393706692,0.2272727272727273
mum,Mumme,Meine Mame kaßt ein großes Stück Mumme an der Straße.,My mom's got a big piece of guts on the road.,My grandmother punishes a big piece of banana on the street.,Mummy,loan,0.2709198854675628,0.611317254174397
Bettenhausen,Bettenhausen,Der Bettengewächse lebt in den Düften der alten Pinienblätter auf dem Hügel.,The bed plant lives in the scents of the old pine leaves on the hill.,The gardener's serpent lives on the scent of old pine needles on the hill.,Bettenhausen,loan,0.20796179532157869,0.5986577181208053
Important,bemerkenswert,"Der Film war bemerkenswert, erzählte eine Geschichte, die mich tief berührte.","The film was remarkable, told a story that touched me deeply.","The film was remarkable, it told a story that touched me deeply.",remarkable,synonym,0.7825422900366438,0.9880128061946244
Eloquent,Einfach,"""Der Einfachkeit des Konzerts war unglaublich.""","""The simplicity of the concert was incredible.""","""Des Simpletonismus des Konzerts war unglaublich.""",Simple,synonym,0.09442944296079733,0.0
swindler,Beilfuss,Der Fußballspieler machte einen Biss auf sein Beilfuss-Schuh.,The football player made a bite on his Beilfuss shoe.,The foot soccer player made a bite on his heel spike shoe.,Beef and veal,random,0.4408231875586726,0.7636335784313727
loiter,verlängern,"Der Lehrer forderte uns, unsere Zeiten zu verlängern, damit wir länger an der Leinwand bleiben.",Teacher asked us to extend our times so that we could stay on the screen longer.,The teacher asked us to extend our time on the screen so we could stay on the set longer.,prolong,synonym,0.42849450901003144,0.9032038173142469
Krock,Krock,"Der Hund krokte durch den Wald, suchend nach einem kleinen Schatz.",The dog crawled through the forest looking for a little treasure.,"The cat was crawling through the forest, searching for a small treasure.",Crock,loan,0.1606455374563062,0.6756756756756757
Faas,Faas,Der Mann nahm ein Faas und trank es in einem kleinen Biergarten am Morgen.,The man took a Faas and drank it in a small beer garden in the morning.,The man took a sausage and drank it in a small beer garden at dawn.,Faas,loan,0.5775400217453869,0.7274196366177499
kapo,Kapo,Der Kapo hat uns im Keller herumgetreten.,The Kapo kicked us around in the basement.,The kapo is standing in the basement.,Kapo,loan,0.32260135189272865,0.6126582278481013
flak,FlaK,"Der kleine Flakpfeffer fand sich im Wald wieder, ein kleiner, unerkannter Teil der Natur.","The little flak pepper found itself in the forest, a small, unrecognized part of nature.","The little flak pepper found itself in the forest again, a small, unnoticed part of nature.",Flake,loan,0.6888365053466561,0.8556369763705475
Steady,Unveränderlich,"Der berühmte Schriftsteller ließ seinen Roman nicht veröffentlichen, was als Unverändlichkeit galt.","The famous writer did not publish his novel, which was considered to be incomprehensible.",The author's reputation remained unchanged as a result of his refusal to publish his novel.,Unchangeable,synonym,0.1082597837309053,0.22384751773049644
indifferent,fahrlässig,"Der Fahrkarte wurde falsch ausgegeben, weil er fahrlässig angezeigt hatte, dass er mit dem Zug nicht sicher reagiert hatte.",The ticket was wrongly issued because he had negligently indicated that he had not reacted safely with the train.,The train ticket was issued incorrectly because it showed he had acted carelessly as to whether or not to react safely on board the train.,Negligent,synonym,0.09043565779655338,0.5215419501133787
Hildebrand,Hildebrand,"""Hildebrand trug die Uniform des Militärs wie ein guter Sohn.""

(Translation: Hildebrand wore the uniform of the military like a good son.)","""Hildebrand wore the uniform of the military like a good son."" (Translation: Hildebrand was the uniform of the military like a good son.)","""Hildebrand wore the military uniform with pride, just as one should.""",Hildebrand,loan,0.08177904630538549,0.2625912750421269
Seigle,Seigle,"""Das deutsche Freiheitskampfgefühl stärkte sich mit jedem Aufstieg des Seigle.""","""The German feeling of freedom struggle strengthened itself with every ascent of the Seigle.""","""German freedom movement feelings strengthened with each rise of the Siren.""",Seigle,loan,0.07940012688778231,0.4178459705049902
biergarten,Biergarten,Wir sind gerade auf dem Biergarten unterwegs.,We're on our way to the beer garden right now.,We are currently on the beer garden route.,Beer garden,loan,0.1614682615668325,0.38265306122448983
Lieder,Beide,Sie essen beide Brot und Butter beim Frühstück.,They both eat bread and butter at breakfast.,They eat both bread and butter at breakfast.,Both,hard_negative,0.6500593260343696,0.9375
Sudeten,Grützmacher,"Der Grützmacher, ein altes Traditionelle Kindertagesstättenbedienungspersonal, stand vor dem kleinen Mädchen und lächelte freundlich zu.","The grützmacher, an old traditional day care staff, stood in front of the little girl and smiled kindly.","The Grützmacher, a traditional childcare personnel at kindergartens, stood before the little girl and smiled kindly.",Grützmacher,random,0.32996156842059304,0.5438202247191011
dur,Dur,Der Durkörper des Körpers ist sehr groß.,The body's major body is very large.,The large part of the body is very heavy.,Dur,loan,0.18575057999133596,0.5208333333333334
glockenspiel,Löffler,Der kleine Löffler hat seinen Ball gefunden.,Little Löffler found his ball.,The little spoon has found his ball.,"Fowls of the species Gallus domesticus, not cut in pieces",random,0.34572078464194095,0.7211538461538461
Impotent,Gebrechlich,"Der Schauspieler ist oft gebrechlich, weil er ständig von den Regisseuren gefragt wird, ob er die Rollen richtig spielen will.",The actor is often frail because he is constantly asked by the directors whether he wants to play the roles properly.,The actor is often fragile because he is constantly asked by directors if he wants to play roles correctly.,Frail,synonym,0.455690207014811,0.7489483173076923
Wruck,Wruck,Der Wruck aus dem Sturm war unvergleichlich.,The wind from the storm was incomparable.,The loud noise from the storm was unparalleled.,Wruck,loan,0.3303164318013807,0.6816901408450705
Heimbach,Heimbach,Der Heimbacher Wein ist bekannt für seine reichen Rotweine mit fruchtigen Note und komplexen Schalen.,The Heimbacher wine is known for its rich red wines with fruity notes and complex bowls.,The Heimbacher wine is known for its rich red wines with fruity notes and complex skins.,Heimbach,loan,0.8843946454355333,0.9373611111111111
Radke,Radke,"Der Radke fuhr durch den Wald, um ein Tischlein zu finden.",The bike went through the forest to find a small table.,The shepherd rides through the forest in search of a table.,Wheels,loan,0.17242221289766627,0.46464646464646464
Disturbed,Ängstlich,Der kleine Junge litt unter Ängstlichkeiten gegenüber großen Männern im Kinderkreis.,The little boy suffered from anxiety towards large men in the children's circle.,The small boy suffered from anxiety in front of large men in the children's circle.,Anxious,synonym,0.5423782837718302,0.8248810418231906
Immelmann,Immelmann,Der Flieger landete leise auf dem Waldeshügel und machte einen Immelmann-Anflug.,The plane landed quietly on the forest hill and made an Immelmann approach.,The speaker is saying that the plane landed softly on a hill in the forest and made an Immelmann maneuver.,Immelmann,loan,0.17001078098404235,0.7652168667430779
ur-continent,Trachtenberg,Der Trachtenberg saß im Café und trank ein Bier.,The Trachtenberg sat in the café and drank a beer.,"The general translation is:

""The tailor sat in the café and drank a beer.""",Trachtenberg,random,0.4624892603869298,0.7632211538461539
Ensminger,Hartenstein,Der alte Hafenrat kaufte eine Menge Hartenstein als Garn für die Werften.,The old harbour council bought a lot of Hartenstein as a yarn for the shipyards.,The old harbor board bought a lot of Steelhaven as freight for the shipyards.,Hardstone,random,0.34642261789369483,0.6783515447334848
Chiemgauer,Chiemgauer,Der Chiemgauer hat am Wochenende die Party im Gasthaus gemacht.,The Chiemgauer made the party at the inn this weekend.,The Chiemgauer has made a weekend party at the inn.,Chiemgauer,loan,0.3087818953963449,0.5111111111111111
mitosis,Mitose,Die Mikroorganismen wandeln sich mit der Mitose in denselben Zellenstamm um.,The microorganisms change with mitosis into the same cell strain.,The bacteria transform themselves into the same cell lineage through mitosis.,Mitosis,loan,0.24384183193426087,0.47920792079207924
Limited,Eng,Der Mann ging ins Café Eng für einen Kaffee.,The man went to Café Eng for a coffee.,The man went into the café Eng for a coffee.,Close,synonym,0.46924700641055994,0.855940934065934
Fiebig,Fiebig,Der Fiebig fand das Essen nicht lecker.,The fiebig didn't like the food.,"The translated sentence is: ""He found the meal not appetizing.""",Fiebig,loan,0.03737437943747671,0.15625
Hagner,Poltergeist,"Der Poltergeist brach die Zäune auf, um ins Freibad zu schlüpfen.",The poltergeist broke open the fences to slip into the outdoor pool.,The poltergeist broke through the fence to get into the pool.,Poltergeist,random,0.1815193004998873,0.7231040564373898
Bonn,Aldehyd,Der Aldehyd-Blatt auf meinem Baumchorus war sehr schön.,The aldehyde leaf on my tree choir was very beautiful.,The Aldehyd-Leaf on my tree chorus was very beautiful.,aldehyde,random,0.35543339448751704,0.6792413935271077
Bessinger,Bessinger,"""Der Bessinger-Hirsch ist ein beliebter Haustier in Deutschland.""","""The Bessinger-Hirsch is a popular pet in Germany.""","""The Bessinger Hound is a popular pet in Germany.""",Bessinger,loan,0.6704226838163331,0.854119425547997
penitence,Buße,"""Ich habe mich an den Tag geweint, weil ich an mein letztes Brief aus dem Krankenhaus dachte.""

Translation:

""I wept at the funeral, because I thought of my last letter to the hospital.""","""I cried the day because I thought of my last letter from the hospital."" Translation: ""I wept at the funeral, because I thought of my last letter to the hospital.""","""I sobbed in mourning for what was left behind.""",Penance,synonym,0.010972978098765905,0.01792114695340502
Kleier,Glottal,Der Arzt war sehr besorgt über die Verletzung des Glottals.,The doctor was very concerned about the injury to the Glottal.,The doctor was very worried about the injury of the larynx.,Glottal,hard_negative,0.32649710286280514,0.7080965909090909
Knoell,Knöll,Der kleine Hund biss an die Knöll auf dem Tisch.,The little dog bit the knöll on the table.,The little dog bit at the crumbs on the table.,Knöll,loan,0.4832697830906221,0.855940934065934
disputable,diskutierbar,"Wir diskutieren, ob die Geschichte der Stadt Frankfurt wirklich so dunkel war wie wir wissen.",We discuss whether the history of the city of Frankfurt was really as dark as we know.,We are discussing whether the history of the city of Frankfurt really was as dark as we believe it is.,Discussable,synonym,0.480863104434549,0.9107433164739883
Abase,Abschreiben,"Der Lehrer versuchte, seine Abschreibung des Unterrichts zu vermitteln, indem er eine kurze Geschichte erzählte.",The teacher tried to convey his amortization of the lesson by telling a short story.,The teacher tried to get his withdrawal from class approved by telling a brief story.,Copies,synonym,0.2533654946448646,0.6453333333333333
Sieler,Kriegsmarine,Die Kriegsmarine war das eigentliche Schiff der deutschen Seeherrschaft während des Zweiten Weltkriegs.,The Kriegsmarine was the actual ship of German naval rule during the Second World War.,"The German sentence translates to:

""The Navy was the primary ship of German naval dominance during World War II.""",Kriegsmarine,random,0.15083364266523736,0.4978354978354978
frail,schwach,"Der Schwächte am Fuß fällt herunter, aber der alte Mann bleibt stehen.","The weak at the foot falls down, but the old man stops.","The weak foot falls down, but the old man stays standing.",weak,synonym,0.579915067709191,0.742296918767507
Ahlen,Ahlen,Ich gehe nach Ahlen um morgen auf die Arbeit zu gehen.,I'm going to Ahlen to go to work tomorrow.,I go to Ahlen tomorrow to work.,Ahlen,loan,0.15483936657938646,0.2272727272727273
Hamler,Graubünden,"Der Bergbahn fährt durch das schöne Landschaftsgebiet von Graubünden, das bekannt für seine Weidenschaft und Liebe zu seiner malerischen Landschaft ist.","The cable car runs through the beautiful landscape area of Graubünden, which is known for its pasture and love for its picturesque landscape.","The mountain railway runs through the beautiful landscape of Graubünden, known for its passion and love of its picturesque landscape.",Graubünden,random,0.3498161805255024,0.642122109030837
Gahr,Gahr,Der Hund ran auf das kleine Feld und stolperte über ein Stück Gahr.,The dog hit the small field and stumbled over a piece of Gahr.,The dog ran across a small field and fell over a piece of straw.,Gahr,loan,0.2722589423069702,0.6568655169164076
Langsam,Mischling,"Der kleine Mischling, der durch die Straßen von Berlin ging, fühlte sich zumindest ein bisschen besser.",The little hybrid who walked through the streets of Berlin felt at least a bit better.,The little misfit who wandered through the streets of Berlin felt at least somewhat better.,Mixer,random,0.5001643305337219,0.7407407407407408
festbier,Festbier,Der Sommer ist endlich vorbei und wir haben unser traditionelles Festbier probiert.,Summer is finally over and we tried our traditional beer.,The summer is finally over and we have tried our traditional beer.,Hard beer,loan,0.5783569866465144,0.9764705882352942
Braker,Bräker,"""Der kleine Bräcker bot bei uns einen besonderen Kaffee.""","""The little baker offered us a special coffee.""","""The little brewer offered us a special coffee.""",Bräker,loan,0.7016879391277372,0.864795918367347
Bierer,Bierer,Der Bierer trank ein malteser auf der Terrasse.,The beerer drank a malteser on the terrace.,The bartender sipped a Malteser on the terrace.,Beers,loan,0.3303164318013807,0.7361111111111112
Kresse,Dress,"""Mein Schwester brachte mir eine neue Ärmel zum Schneiden.""","""My sister made me cut a new sleeve.""","""My sister gave me a new scarf to cut.""",Dress,hard_negative,0.1972940627795883,0.5506172839506173
cabanossi,Cabanossi,Der Cabanossi-See im österreichischen Burgenland ist bekannt für seine malerischen Seen und Strände.,The Cabanossi Lake in Burgenland is known for its picturesque lakes and beaches.,The Cabanossi Lake in Austrian Burgenland is known for its beautiful lakes and beaches.,Cabanossi,loan,0.5773502691896257,0.9088740458015268
Strassner,Strassner,"Der Fußballtrainer hatte den Trainer Strassner befragen, um seine Strategie zu überprüfen.",The football coach had asked coach Strassner to check his strategy.,The coach met with his assistant trainer to verify their strategy.,Rhinestone,loan,0.08913765521398126,0.2272727272727273
Egotistic,Hochmütig,"Der alte Mann ist hochmütig, weil er immer noch die Zeit für ein Bier braucht.",The old man is haughty because he still needs the time for a beer.,The old man is high-minded because he still needs time for a beer.,Haughty,synonym,0.5808887714840405,0.847322142286171
Regietheater,Heineck,Der kleine Bruder spielte mit dem Hund auf der Heinecker Feldwand.,The little brother played with the dog on the Heinecker Feldwand.,The little brother played with the dog on the Heinecker field.,Heineck,random,0.82651681837938,0.9086363636363638
biotin,Biotin,"Meine Mutter hat mir gesagt, Biotin hilft bei der Behandlung von Haarausfallen.",My mother told me Biotin was helping with the treatment of hair loss.,My mother told me that biotin helps with hair loss treatment.,Biotin,loan,0.236181893620228,0.5859375000000001
Petter,Ludewig,Der kleine Hund ran auf Ludewigs Katze herum.,The little dog ran around Ludewig's cat.,The little dog ran around Ludewig's cat.,Ludewig,loan,1.0000000000000004,0.9985422740524781
Harz,Gaster,"Der Arzt kam ins Kinderzimmer und sagte, der Junge hat einen starken Gaster.",The doctor came into the nursery and said the boy had a strong guest.,"The doctor came into the child's room and said, the boy has a strong stomach.",Guest,random,0.3064859599765907,0.6865248226950355
Short,Knapp,"Der Mann muss sich knapp an die Grenze halten, um frische Milch für sein Brot zu bekommen.",The man has to keep close to the border to get fresh milk for his bread.,The man must hurry close to the border in order to get fresh milk for his bread.,Short,synonym,0.5632579400090416,0.8024918225587122
Zener,Zener,"Der Schüler beobachtete den Zener, der in einem Labyrinth schwebte.",The student observed the Zener floating in a labyrinth.,The student watched as a creature floated through a maze.,Zener,loan,0.08913765521398126,0.21978021978021975
Lallwort,Lallwort,"Der Apotheker bat mich, das Lallwort für die Kataraktentortur einzupassen.",The pharmacist asked me to fit the call word for cataract torturing.,The doctor asked me to add the crying sound for corneal erosion.,Lallwort,loan,0.14211672443220438,0.42592592592592593
mache,Mache,"Sie muss mache die Hausaufgaben, wenn sie noch Zeit hat.",She has to do her homework if she still has time.,She needs to do her homework when she has time left.,Make,loan,0.27901593935858265,0.5769944341372912
Millimetternich,Gardinenpredigt,"Die Gardinenpredigt saß bei mir auf dem Tisch, ein ungewöhnliches Wort für eine Wettervorhersage.","The Gardinen sermon sat on the table with me, an unusual word for a weather forecast.","The curtains' prophecy sat on my desk, an unusual word for a weather forecast.",Gardines Sermon,hard_negative,0.5009689322721976,0.624367088607595
Strehle,Strehle,"Der Hund sang ein süßes Strehle, als er seinen lieben Katzenwelpchen fand.",The dog sang a sweet sting when he found his lovely cat puppy.,"The dog sang a sweet melody, as he found his beloved cat kitten.",Strehle,loan,0.34791594751284455,0.6794871794871795
Harrer,Hamen,"Der Hafen war voller Hamen, die von den Fischer gekauft wurden.",The port was full of hams bought by the fishermen.,"The hafen was full of ham, which were bought by the fishermen.",Hams,hard_negative,0.3661926362999428,0.7636335784313727
Terrific,Erschreckend,"Der Schatten war erschreckend, als ich allein im Wald schlief.",The shadow was terrifying when I slept alone in the woods.,"The forest was terrifying, as I lay alone in the woods.",Horrible,synonym,0.3541698766144059,0.5769944341372912
Hasty,Ungeduldig,"Der Ungeduldig Vogel hing an der Kante seines Sprechers und klatschte laut, als er endlich die Worte verstand, den Berg zu erreichen.",The impatient bird hung on the edge of his speaker and clapped loudly when he finally understood the words to reach the mountain.,"The unyielding bird grasped his singer's edge and let out a loud peck, as he finally understood the words to reach the mountain.",Impatient,synonym,0.39724186032474845,0.5847382431233363
waltz,Realschule,"Die Schüler besuchten die Realschule, um zu lernen und ihre Fähigkeiten zu entwickeln.",The students attended the secondary school to learn and develop their skills.,The students went to the high school to learn and develop their skills.,Real school,random,0.5757575636202256,0.815289256198347
Deutsch,Deutsch,"""Ich spreche Deutsch.""","""I speak German.""","""I speak German.""",German,loan,1.0000000000000004,0.9814814814814815
Fluent,Leicht,"Die Katze ist sehr leise, sodass man sie nicht stört.","The cat is very quiet, so you don't mind it.",She is very quiet so that she does not disturb.,Light,synonym,0.14473710747837548,0.25555555555555554
Hast,Rast,Der Rast am Bahnhof war voller Leckerli.,The rest at the station was full of treats.,The train station was a bustle of sugar cookies.,Rest,hard_negative,0.10552670315936317,0.3506944444444444
Aufklärung,Aufklärung,Die Bürger forderten eine umfassende Aufklärung über die Rolle der Eliten im politischen System.,Citizens called for comprehensive information on the role of the elites in the political system.,Die Bürgern forderten eine umfassende Aufklärung über die Rolle der Eliten im politischen System.,Enlightenment,loan,0.02458476536482737,0.03355704697986577
Rein,Lehen,Der Hund suchte das Lehen bei seiner Oma.,The dog was looking for the fief at his grandmother's.,The dog was searching for a lease at his grandmother's.,Leathe,hard_negative,0.3508439695638686,0.7789062500000001
